alerta_id,codigo,tipo_cliente,regra_id,regra,enquadramento,valor_envolvido,data,prioridade,evidencia
A004485,T-05653,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",56786.38999999996,2026-08-25,72.0,"R$ 29.944 recebidos e R$ 26.843 enviados por Pix em 30 dias — 36,4× a renda mensal declarada de R$ 1.560."
A004486,T-46148,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",49425.790000000015,2026-08-25,71.3,"R$ 25.774 recebidos e R$ 23.652 enviados por Pix em 30 dias — 33,0× a renda mensal declarada de R$ 1.500."
A004487,T-09448,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",16154.710000000003,2026-08-26,44.0,"R$ 15.872 recebidos e R$ 283 enviados por Pix em 30 dias — 4,8× a renda mensal declarada de R$ 3.340."
A004488,T-09448,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",16154.710000000003,2026-08-26,44.0,"R$ 16.155 movimentados em 30 dias, contra média mensal de R$ 1.575 nos 3 meses anteriores (10× a média, com piso de R$ 200)."
A004491,T-89621,Titular (PF),R02,R02 · Muitas origens e saída rápida,"IV, n",3417.7999999999956,2026-08-26,39.9,43 pagadores distintos mandaram R$ 3.418 em 7 dias; R$ 3.035 (89% do recebido) saiu da conta na mesma janela.
A004492,T-34294,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",37121.880000000005,2026-08-26,51.3,"R$ 20.707 recebidos e R$ 16.415 enviados por Pix em 30 dias — 16,3× a renda mensal declarada de R$ 2.280."
A004493,T-34294,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",37121.880000000005,2026-08-26,51.3,"R$ 37.122 movimentados em 30 dias, contra média mensal de R$ 559 nos 3 meses anteriores (66× a média, com piso de R$ 200)."
A004494,T-58523,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",46382.70000000001,2026-08-26,48.2,"R$ 23.550 recebidos e R$ 22.833 enviados por Pix em 30 dias — 4,8× a renda mensal declarada de R$ 9.750."
A004495,T-58523,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",46382.70000000001,2026-08-26,48.2,"R$ 46.383 movimentados em 30 dias, contra média mensal de R$ 2.545 nos 3 meses anteriores (18× a média, com piso de R$ 200)."
A004496,T-92259,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",24944.059999999998,2026-08-26,45.7,"R$ 24.503 recebidos e R$ 441 enviados por Pix em 30 dias — 6,8× a renda mensal declarada de R$ 3.690."
A004497,T-92259,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",24944.059999999998,2026-08-26,45.7,"R$ 24.944 movimentados em 30 dias, contra média mensal de R$ 596 nos 3 meses anteriores (42× a média, com piso de R$ 200)."
A004498,T-95451,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",27268.61999999998,2026-08-26,46.1,"R$ 25.422 recebidos e R$ 1.846 enviados por Pix em 30 dias — 3,5× a renda mensal declarada de R$ 7.870."
A004499,T-95451,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",27268.61999999998,2026-08-26,46.1,"R$ 27.269 movimentados em 30 dias, contra média mensal de R$ 2.535 nos 3 meses anteriores (11× a média, com piso de R$ 200)."
A004500,T-79155,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",63766.67999999996,2026-08-26,46.7,"R$ 33.365 recebidos e R$ 30.401 enviados por Pix em 30 dias — 36,4× a renda mensal declarada de R$ 1.750."
A004502,L-40737,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",81192.7461517572,2026-08-27,52.7,"R$ 81.193 recebidos no POS em 7 dias, 3,3× a receita semanal esperada (R$ 24.393); 5% vieram de cartões de uma mesma empresa cliente."
A004503,T-06271,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",44362.78,2026-08-27,48.0,"R$ 44.272 recebidos e R$ 91 enviados por Pix em 30 dias — 15,0× a renda mensal declarada de R$ 2.950."
A004504,T-06271,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",44362.78,2026-08-27,48.0,"R$ 44.363 movimentados em 30 dias, contra média mensal de R$ 1.318 nos 3 meses anteriores (34× a média, com piso de R$ 200)."
A004505,T-43071,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",63004.95,2026-08-27,53.5,"R$ 42.010 recebidos e R$ 20.995 enviados por Pix em 30 dias — 9,8× a renda mensal declarada de R$ 6.430."
A004506,T-43071,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",63004.95,2026-08-27,53.5,"R$ 63.005 movimentados em 30 dias, contra média mensal de R$ 2.111 nos 3 meses anteriores (30× a média, com piso de R$ 200)."
A004507,T-58713,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",28107.420000000006,2026-08-27,50.2,"R$ 27.569 recebidos e R$ 539 enviados por Pix em 30 dias — 6,3× a renda mensal declarada de R$ 4.450."
A004508,T-58713,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",28107.420000000006,2026-08-27,50.2,"R$ 28.107 movimentados em 30 dias, contra média mensal de R$ 2.166 nos 3 meses anteriores (13× a média, com piso de R$ 200)."
A004509,T-85679,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",53659.130000000005,2026-08-27,62.5,"Titular PEP movimentou R$ 53.659 em 30 dias (R$ 36.486 recebidos, R$ 17.174 enviados); renda mensal declarada de R$ 21.030."
A004510,T-60558,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",76777.01,2026-08-27,50.3,"R$ 42.062 recebidos e R$ 34.715 enviados por Pix em 30 dias — 8,3× a renda mensal declarada de R$ 9.260."
A004511,T-60558,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",76777.01,2026-08-27,50.3,"R$ 76.777 movimentados em 30 dias, contra média mensal de R$ 2.200 nos 3 meses anteriores (35× a média, com piso de R$ 200)."
A004512,T-96258,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",19801.199999999997,2026-08-27,47.0,"Titular PEP movimentou R$ 19.801 em 30 dias (R$ 19.801 recebidos, R$ 0 enviados); renda mensal declarada de R$ 17.870."
A004513,T-83106,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",74134.43,2026-08-27,65.5,"R$ 44.790 recebidos e R$ 29.345 enviados por Pix em 30 dias — 40,3× a renda mensal declarada de R$ 1.840."
A004514,T-83106,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",74134.43,2026-08-27,65.5,"R$ 74.134 movimentados em 30 dias, contra média mensal de R$ 274 nos 3 meses anteriores (270× a média, com piso de R$ 200)."
A004515,T-41334,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",31536.629999999997,2026-08-27,46.7,"R$ 25.224 recebidos e R$ 6.312 enviados por Pix em 30 dias — 7,7× a renda mensal declarada de R$ 4.100."
A004516,T-41334,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",31536.629999999997,2026-08-27,46.7,"R$ 31.537 movimentados em 30 dias, contra média mensal de R$ 1.624 nos 3 meses anteriores (19× a média, com piso de R$ 200)."
A004517,T-60385,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",26914.260000000006,2026-08-27,33.2,"R$ 26.082 recebidos e R$ 832 enviados por Pix em 30 dias — 3,7× a renda mensal declarada de R$ 7.310."
A004518,T-46090,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",15722.260000000002,2026-08-27,43.9,"R$ 9.471 recebidos e R$ 6.251 enviados por Pix em 30 dias — 5,8× a renda mensal declarada de R$ 2.700."
A004519,T-46090,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",15722.260000000002,2026-08-27,43.9,"R$ 15.722 movimentados em 30 dias, contra média mensal de R$ 934 nos 3 meses anteriores (17× a média, com piso de R$ 200)."
A004520,T-58283,Titular (PF),R02,R02 · Muitas origens e saída rápida,"IV, n",3299.3200000000033,2026-08-27,49.8,37 pagadores distintos mandaram R$ 3.299 em 7 dias; R$ 3.240 (98% do recebido) saiu da conta na mesma janela.
A004521,T-76811,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",46886.469999999994,2026-08-27,61.2,"R$ 24.425 recebidos e R$ 22.461 enviados por Pix em 30 dias — 26,9× a renda mensal declarada de R$ 1.740."
A004522,L-87964,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",35316.3748167092,2026-08-28,44.3,"R$ 35.316 recebidos no POS em 7 dias, 3,5× a receita semanal esperada (R$ 10.119); 16% vieram de cartões de uma mesma empresa cliente."
A004523,L-37183,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",21458.80893569364,2026-08-28,42.3,"R$ 21.459 recebidos no POS em 7 dias, 3,1× a receita semanal esperada (R$ 6.849); 10% vieram de cartões de uma mesma empresa cliente."
A004524,T-28746,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",32502.3,2026-08-28,50.8,"R$ 32.007 recebidos e R$ 495 enviados por Pix em 30 dias — 11,6× a renda mensal declarada de R$ 2.800."
A004525,T-28746,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",32502.3,2026-08-28,50.8,"R$ 32.502 movimentados em 30 dias, contra média mensal de R$ 1.447 nos 3 meses anteriores (22× a média, com piso de R$ 200)."
A004526,T-52540,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",28991.620000000003,2026-08-28,50.3,"R$ 26.956 recebidos e R$ 2.036 enviados por Pix em 30 dias — 8,1× a renda mensal declarada de R$ 3.590."
A004527,T-52540,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",28991.620000000003,2026-08-28,50.3,"R$ 28.992 movimentados em 30 dias, contra média mensal de R$ 426 nos 3 meses anteriores (68× a média, com piso de R$ 200)."
A004528,T-13188,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",24803.46,2026-08-28,47.9,"Titular PEP movimentou R$ 24.803 em 30 dias (R$ 16.111 recebidos, R$ 8.693 enviados); renda mensal declarada de R$ 15.180."
A004529,T-92498,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",47074.72,2026-08-28,63.3,"Titular PEP movimentou R$ 47.075 em 30 dias (R$ 28.746 recebidos, R$ 18.329 enviados); renda mensal declarada de R$ 20.990."
A004530,T-96181,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",31549.98,2026-08-28,37.9,"R$ 17.481 recebidos e R$ 14.069 enviados por Pix em 30 dias — 4,2× a renda mensal declarada de R$ 7.600."
A004531,T-60713,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",24738.22,2026-08-28,36.9,"R$ 24.466 recebidos e R$ 272 enviados por Pix em 30 dias — 3,6× a renda mensal declarada de R$ 6.860."
A004532,T-22038,Titular (PF),R02,R02 · Muitas origens e saída rápida,"IV, n",3604.210000000002,2026-08-28,44.2,44 pagadores distintos mandaram R$ 3.604 em 7 dias; R$ 3.294 (91% do recebido) saiu da conta na mesma janela.
A004533,L-80350,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",154584.4115363513,2026-08-30,50.3,"R$ 154.584 recebidos no POS em 7 dias, 3,8× a receita semanal esperada (R$ 41.126); 8% vieram de cartões de uma mesma empresa cliente."
A004534,L-42070,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",205322.79971393943,2026-08-30,55.4,"R$ 205.323 recebidos no POS em 7 dias, 3,6× a receita semanal esperada (R$ 56.857); 15% vieram de cartões de uma mesma empresa cliente."
